,first name,last name,job,studies,salary
11570,Brian,Thompson,Exercise physiologist,primary,17802.073454845467
11571,Dana,Swanson,Clothing/textile technologist,primary,17417.211785118674
11572,Michael,Reed,Landscape architect,tertiary,31057.79643716806
11573,Martin,Phillips,Analytical chemist,secondary,20916.772198011193
11574,Cynthia,Gardner,Intelligence analyst,secondary,21032.287273670783
11575,Tiffany,Cox,Community development worker,secondary,21951.860611391927
11576,Richard,Hall,Accounting technician,secondary,22838.110938323476
11577,Katherine,Robinson,"Research officer, trade union",primary,17458.120378450127
11578,Stephen,Maldonado,Control and instrumentation engineer,primary,17998.591536645294
11579,Whitney,Thompson,Community arts worker,secondary,22070.120330202342
11580,Cheryl,Edwards,English as a second language teacher,primary,17955.707176955373
11581,Justin,Whitaker,"Social research officer, government",primary,18449.926886720037
11582,Samuel,Lee,Minerals surveyor,secondary,21310.487547007204
11583,Rachel,Bowman,Warehouse manager,primary,19601.43388645266
11584,Kevin,Figueroa,Technical brewer,primary,17794.45694637909
11585,Brian,Le,"Education officer, environmental",secondary,22116.014066092797
11586,Randy,Singleton,Retail manager,secondary,21622.481423895697
11587,Joseph,Preston,Investment analyst,secondary,21649.273588045657
11588,Timothy,Lee,Lexicographer,primary,18680.30000372251
11589,Alexa,Mills,Restaurant manager,primary,17384.3190413179
11590,Stacey,Gardner,Careers adviser,tertiary,31777.26421542265
11591,Steven,Burch,Catering manager,primary,18407.0629870245
11592,Martha,Roy,Diplomatic Services operational officer,tertiary,28821.074922643103
11593,Mark,Johnson,Biomedical engineer,secondary,21081.21527946362
11594,Matthew,Vega,"Scientist, marine",primary,16898.510519329822
11595,April,Kelly,Corporate treasurer,primary,18377.195785374523
11596,Mary,Gibson,Data scientist,primary,16676.24236405283
11597,Natalie,Jones,Industrial/product designer,primary,18830.96027733413
11598,Wendy,Meyers,Retail buyer,primary,19972.326407574572
11599,Audrey,Matthews,Dispensing optician,secondary,21692.5827707591
11600,Jessica,Horne,"Programmer, applications",secondary,21154.924198949047
11601,Sarah,Munoz,Therapeutic radiographer,secondary,20768.15265235914
11602,Michelle,Morrison,Television floor manager,primary,16271.207078104899
11603,Annette,Key,"Engineer, electrical",primary,17719.83647238333
11604,Tracey,Ramsey,Minerals surveyor,primary,16399.318231818263
11605,Daniel,Armstrong,Jewellery designer,primary,18018.090833966682
11606,Heather,Warren,Science writer,primary,18004.88546082825
11607,Michelle,Curry,Analytical chemist,secondary,22752.66595914362
11608,Lisa,Burke,Fast food restaurant manager,primary,18863.649882475216
11609,Sabrina,Fuller,Camera operator,secondary,22825.73441832065
11610,Melissa,Campbell,"Geneticist, molecular",primary,18795.231336876044
11611,Amy,Miranda,Further education lecturer,primary,18295.482839323788
11612,Carl,Castaneda,Geographical information systems officer,primary,18138.47430932777
11613,Teresa,Thompson,Operations geologist,primary,15978.477437679852
11614,Samantha,Weaver,Corporate investment banker,primary,17967.68889667445
11615,Thomas,Stevens,Town planner,primary,17620.819538029085
11616,Alexander,Moore,"Scientist, water quality",primary,19529.637176917127
11617,Vanessa,Barnes,Printmaker,primary,19967.9757754188
11618,Rebecca,Jimenez,Immunologist,primary,18049.40651277954
11619,Tony,White,Plant breeder/geneticist,primary,17526.564743229854
11620,Heather,Ferguson,Chiropodist,primary,17779.227153258475
11621,Andrea,Perry,"Surveyor, building",primary,17464.96080610774
11622,Kimberly,Owens,Art gallery manager,primary,18484.028137848552
11623,Maria,Brown,"Designer, television/film set",primary,16894.49825961006
11624,Victoria,Tyler,Retail banker,primary,18847.876715133003
11625,Robert,James,Set designer,tertiary,30353.753696039068
11626,John,Perez,Chemical engineer,secondary,20590.86800516068
11627,Carl,Garcia,Intelligence analyst,primary,18807.1492795801
11628,Joseph,Garcia,Air broker,primary,16838.831730897327
11629,Meredith,Brooks,"Pharmacist, hospital",primary,17480.539900726137
11630,Robert,Morales,Primary school teacher,secondary,23081.098886406482
11631,Michael,Mckay,Agricultural consultant,secondary,22508.22211682114
11632,James,Rodriguez,Outdoor activities/education manager,secondary,21438.43439665933
11633,Rebecca,Duran,"Exhibitions officer, museum/gallery",tertiary,27801.768578008992
11634,Larry,Bolton,Agricultural engineer,primary,17027.263017703106
11635,Timothy,Webster,Museum/gallery curator,primary,17704.103461967894
11636,Kevin,Moon,Primary school teacher,secondary,21523.147138354663
11637,Marvin,Casey,"Surveyor, hydrographic",primary,18620.537599634907
11638,Molly,Miller,"Doctor, hospital",secondary,21307.582497173793
11639,Denise,Fowler,Television floor manager,secondary,21969.929296762533
11640,Jared,Bailey,Management consultant,primary,19091.08920773282
11641,James,Hanna,Aeronautical engineer,tertiary,28160.34129962806
11642,Michael,Diaz,"Engineer, manufacturing",primary,17708.922830205047
11643,Rhonda,Vazquez,Sports administrator,primary,17375.716174062032
11644,Danielle,Foster,Race relations officer,primary,17255.007324823262
11645,Kenneth,Estrada,Archivist,primary,19217.93905417757
11646,Matthew,Medina,Personnel officer,secondary,22831.010067982825
11647,Michael,Simmons,"Psychologist, educational",primary,17502.698962382045
11648,Terry,Newman,"Editor, magazine features",primary,18465.831753536488
11649,Frances,Cook,Agricultural consultant,primary,16983.321213027975
11650,Sarah,Shepherd,Interior and spatial designer,primary,17138.23220730621
11651,Sarah,Gonzalez,"Geneticist, molecular",primary,17462.04214697843
11652,Rebecca,Gibbs,"Therapist, nutritional",secondary,23142.27521761586
11653,Scott,Mcdonald,"Doctor, general practice",tertiary,29563.73712455587
11654,Ronald,Brown,Advice worker,primary,17792.11338240549
11655,Andrea,Harding,Records manager,primary,17205.27338788773
11656,Keith,Edwards,Holiday representative,primary,18787.502505827233
11657,Hailey,Walker,Media buyer,tertiary,31877.683344786492
11658,William,Bernard,"Physicist, medical",primary,18463.54794719769
11659,David,Rice,Art therapist,primary,17292.123993406025
11660,Megan,Hobbs,Horticultural consultant,primary,17432.126648539677
11661,Jason,Lopez,Production manager,secondary,21963.31710775911
11662,Gina,Thomas,"Programmer, systems",primary,17846.560379178667
11663,Daniel,Ellis,Housing manager/officer,primary,19151.007476396535
11664,Sarah,Wood,Training and development officer,primary,19356.789038793097
11665,Kimberly,Taylor,"Development worker, community",primary,18946.778842041396
11666,Debra,Evans,"Pharmacist, community",primary,18774.383146004417
11667,Linda,Meadows,"Engineer, electrical",primary,18827.911303269128
11668,Gary,Young,Sports coach,tertiary,30013.01053212157
11669,Eric,Juarez,Veterinary surgeon,secondary,21691.939488023294
11670,Christopher,Mosley,Geophysicist/field seismologist,primary,18780.18379859745
11671,Phillip,Velez,"Social research officer, government",secondary,21728.67082238771
11672,Kristen,Mcpherson,Medical illustrator,primary,17008.86259549814
11673,Mark,Smith,Banker,primary,17259.766230163536
11674,Matthew,Edwards,Higher education careers adviser,secondary,21041.971718281256
11675,Audrey,Chavez,Trading standards officer,secondary,21775.878737864383
11676,Erin,Russell,"Surveyor, commercial/residential",tertiary,30526.45548496255
11677,Karen,Matthews,Prison officer,primary,17647.884231889653
11678,Adrienne,Barnett,"Biochemist, clinical",tertiary,30319.6315419145
11679,Teresa,Simpson,Architectural technologist,secondary,23601.800009304527
11680,Misty,Johnson,"Programmer, applications",primary,18648.027455695992
11681,Susan,Johnson,Set designer,primary,17228.667589081444
11682,Susan,Foster,Pensions consultant,secondary,21813.815698257044
11683,Joel,Vazquez,Environmental consultant,tertiary,31344.054374690084
11684,Samuel,Durham,Psychiatrist,secondary,21488.1884769738
11685,Dillon,Young,Pensions consultant,tertiary,28448.568874820136
11686,Christina,Riley,"Engineer, biomedical",primary,17744.039468755418
11687,Anthony,Martin,Exercise physiologist,primary,18403.29267439352
11688,David,Wolf,Food technologist,primary,18060.74131263848
11689,Carrie,Howard,"Engineer, energy",primary,17568.477906187865
11690,Jessica,Baker,Scientific laboratory technician,primary,19108.524058389252
11691,Kyle,Hernandez,Senior tax professional/tax inspector,primary,17052.740729030374
11692,John,Daniel,Marketing executive,secondary,21943.556740885557
11693,Melissa,Griffin,Textile designer,secondary,22876.059662085412
11694,Catherine,Richards,Therapeutic radiographer,primary,17651.23364415309
11695,Christina,Wilson,Personal assistant,primary,17088.537014970672
11696,Stephanie,Bradley,Marketing executive,primary,18447.551277597562
11697,Monica,Villegas,Hotel manager,secondary,21824.04962315702
11698,Gary,Hogan,Pension scheme manager,primary,18333.22225597325
11699,Jeffrey,Henderson,Nutritional therapist,primary,17873.392338165562
11700,Andrea,Burton,Logistics and distribution manager,primary,17069.318182591778
11701,Mark,Eaton,Paediatric nurse,primary,18076.93953992455
11702,Michael,Dunn,Cabin crew,primary,16821.931213714986
11703,Chelsea,Robinson,Training and development officer,secondary,20982.939918627453
11704,Tara,Washington,"Psychologist, counselling",primary,17534.015199176476
11705,Barbara,Boone,Arboriculturist,primary,17823.656774705356
11706,Monica,Downs,Press photographer,primary,17429.652650397755
11707,Calvin,Sutton,Television production assistant,primary,17529.277254169967
11708,Alicia,Kennedy,Tree surgeon,primary,18476.663830540394
11709,Eileen,Rodriguez,Information systems manager,primary,17179.24086670834
11710,Timothy,Brown,Social worker,primary,16184.349418326303
11711,Paul,Moran,Pathologist,primary,18724.131965972065
11712,Kaylee,Buchanan,Housing manager/officer,primary,18691.62171658053
11713,Derek,Ruiz,Counselling psychologist,primary,17942.07577431622
11714,Ronald,Brown,Interpreter,primary,18231.40152467323
11715,Bonnie,Young,Seismic interpreter,primary,19161.06152916045
11716,Theresa,Norman,Sports therapist,secondary,23413.83230059481
11717,Steven,Vasquez,Toxicologist,primary,17234.35836616216
11718,Kelly,Nelson,Equality and diversity officer,tertiary,29851.659485676668
11719,Sherri,Nichols,Patent attorney,primary,19955.428844347713
11720,Charles,Vazquez,Manufacturing systems engineer,secondary,20652.11184975801
11721,Anthony,Marshall,"Designer, ceramics/pottery",primary,19221.113050650176
11722,Jacob,Smith,Drilling engineer,secondary,20051.40533982237
11723,Zachary,Pacheco,Insurance risk surveyor,secondary,22620.789084793767
11724,Diana,Gutierrez,Veterinary surgeon,tertiary,29442.63703114767
11725,Calvin,Sheppard,"Designer, blown glass/stained glass",tertiary,30208.453859675315
11726,Jennifer,Wilson,"Engineer, drilling",secondary,21468.32849178157
11727,Dennis,Wells,Medical laboratory scientific officer,primary,19476.997879717885
11728,Julie,Moore,"Pharmacist, community",primary,19110.337568553216
11729,Lisa,Jones,"Psychologist, prison and probation services",primary,15750.190617597942
11730,Wendy,Potts,Patent examiner,secondary,22035.351769389887
11731,Andrew,Watson,Environmental education officer,primary,19095.001719785985
11732,Jesse,Crosby,Estate agent,primary,17888.274272193248
11733,Nicholas,Davis,Investment analyst,primary,17159.120241789045
11734,Derek,Thomas,"Engineer, petroleum",primary,17573.658870938994
11735,James,Ball,Patent attorney,tertiary,29518.372659635355
11736,Margaret,Flores,English as a second language teacher,secondary,20460.338355111817
11737,Laura,Scott,"Accountant, chartered public finance",primary,17695.242413503227
11738,Tara,Schneider,Network engineer,primary,17675.816607294142
11739,Dawn,Hanson,Geophysicist/field seismologist,primary,16562.69864192769
11740,Chase,Moreno,Advertising account planner,primary,17255.05998829959
11741,Kevin,Little,"Buyer, industrial",primary,17430.073317522478
11742,Kyle,Hall,Multimedia specialist,secondary,20685.080663414177
11743,Michael,Williams,Financial planner,tertiary,28426.248690336484
11744,Steven,Carter,Teaching laboratory technician,tertiary,29254.16877821365
11745,Lori,Graham,Health and safety inspector,primary,19260.726571733
11746,Anthony,Walker,Jewellery designer,primary,18398.173308478716
11747,Diane,Brown,Oceanographer,primary,18855.524552818148
11748,Philip,Navarro,Homeopath,primary,17951.087180849237
11749,Alisha,Reynolds,"Research officer, government",primary,18559.20994285779
11750,Charles,Vasquez,Editorial assistant,primary,18266.148666867262
11751,Caleb,Mccormick,Equality and diversity officer,secondary,21000.58208354978
11752,Marissa,Lee,"Scientist, biomedical",tertiary,30535.185472001227
11753,Juan,James,Charity fundraiser,primary,19627.56744764166
11754,William,Smith,"Programmer, systems",primary,16501.891115253224
11755,Darren,Mullins,Town planner,secondary,21118.697197160538
11756,Gloria,Clayton,"Production designer, theatre/television/film",primary,18660.911662698112
11757,Laura,Strickland,Sport and exercise psychologist,secondary,21339.60735062138
11758,Chad,Holder,Logistics and distribution manager,primary,16966.602618851615
11759,Barbara,Johnson,English as a second language teacher,primary,17297.692350000438
11760,Janice,Sanchez,Stage manager,primary,18700.136727023688
11761,Joseph,Miller,Farm manager,secondary,23802.545415621706
11762,Colin,Johnson,Museum/gallery conservator,tertiary,28622.626349212744
11763,Justin,Shaw,Civil Service administrator,primary,17952.237577738604
11764,Barbara,Curtis,Audiological scientist,primary,17840.518188306625
11765,Tracy,Wright,Theatre director,tertiary,30358.06443191297
11766,Tracy,Mcclain,Theatre manager,primary,16870.4678742406
11767,Raymond,Wallace,Commissioning editor,secondary,24531.554666557582
11768,Daisy,Joseph,Food technologist,primary,18250.5574323366
11769,Erin,Campbell,Contractor,primary,18552.95236873397
11770,Timothy,Logan,Prison officer,primary,17098.835516227926
11771,Omar,Meyer,Contracting civil engineer,secondary,22608.836046512268
11772,John,White,"Engineer, broadcasting (operations)",primary,16973.56763732664
11773,Jessica,Pope,Sports therapist,secondary,22051.310983002728
11774,Pamela,Rose,"Chemist, analytical",secondary,22488.421720686954
11775,Tara,Johnson,Senior tax professional/tax inspector,secondary,22532.55754375565
11776,Miguel,Lewis,Health and safety inspector,primary,18677.865876135016
11777,Jason,Carpenter,"Engineer, maintenance (IT)",secondary,21953.184063933044
11778,Marissa,Johnson,Operational investment banker,tertiary,31233.709039084693
11779,Joshua,Farrell,Dance movement psychotherapist,secondary,22129.11902499874
11780,Jennifer,Jones,Community arts worker,secondary,21183.391249567103
